iata,icao,airport_name,city,country,lat,lon,tz
SBN,KSBN,South Bend Regional Airport,South Bend,United States,41.70869827270508,-86.31729888916016,America/New_York
BKA,UUBB,Bykovo Airport,Moscow,Russia,55.6171989441,38.0600013733,Europe/Moscow
ARH,ULAA,Talagi Airport,Arkhangelsk,Russia,64.60030364990234,40.71670150756836,Europe/Moscow
RTW,UWSS,Saratov Central Airport,Saratov,Russia,51.564998626708984,46.04669952392578,Europe/Moscow
NUX,USMU,Novy Urengoy Airport,Novy Urengoy,Russia,66.06939697265625,76.52030181884766,Asia/Yekaterinburg
NOJ,USRO,Noyabrsk Airport,Noyabrsk,Russia,63.18330001831055,75.2699966430664,Asia/Yekaterinburg
SCO,UATE,Aktau Airport,Aktau,Kazakhstan,43.8601,51.091999,Asia/Oral
UCT,UUYH,Ukhta Airport,Ukhta,Russia,63.566898345947266,53.8046989440918,Europe/Moscow
USK,UUYS,Usinsk Airport,Usinsk,Russia,66.00469970703125,57.3671989440918,Europe/Moscow
PEX,UUYP,Pechora Airport,Pechora,Russia,65.12110137939453,57.13079833984375,Europe/Moscow
NNM,ULAM,Naryan Mar Airport,Naryan-Mar,Russia,67.63999938964844,53.12189865112305,Europe/Moscow
PKV,ULOO,Pskov Airport,Pskov,Russia,57.78390121459961,28.395599365234375,Europe/Moscow
KGP,USRK,Kogalym International Airport,Kogalym,Russia,62.190399169921875,74.53379821777344,Asia/Yekaterinburg
KJA,UNKL,Yemelyanovo Airport,Krasnoyarsk,Russia,56.172901,92.493301,Asia/Krasnoyarsk
KGF,UAKK,Sary-Arka Airport,Karaganda,Kazakhstan,49.670799255371094,73.33439636230469,Asia/Qyzylorda
URJ,USHU,Uray Airport,Uraj,Russia,60.10329818725586,64.82669830322266,Asia/Yekaterinburg
IWA,UUBI,Ivanovo South Airport,Ivanovo,Russia,56.93939971923828,40.940799713134766,Europe/Moscow
CGQ,ZYCC,Longjia Airport,Changchun,China,43.9962005615,125.684997559,Asia/Shanghai
KIJ,RJSN,Niigata Airport,Niigata,Japan,37.9558982849,139.121002197,Asia/Tokyo
JON,PJON,Johnston Atoll Airport,Johnston Island,Johnston Atoll,16.7285995483,-169.533996582,Pacific/Johnston
SMD,KSMD,Smith Field,Fort Wayne IN,United States,41.14339828,-85.15280151,America/New_York
ACV,KACV,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,40.978101,-124.109,America/Los_Angeles
OAJ,KOAJ,Albert J Ellis Airport,Jacksonville NC,United States,34.8292007446,-77.61209869380001,America/New_York
TCL,KTCL,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,33.220600128174,-87.611396789551,America/Chicago
DBQ,KDBQ,Dubuque Regional Airport,Dubuque IA,United States,42.40200043,-90.70950317,America/Chicago
HHP,VHST,Shun Tak Heliport,Hong Kong,Hong Kong,22.2893714905,114.152153015,Asia/Hong_Kong
ATD,AGAT,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002,Pacific/Guadalcanal
AKS,AGGA,Gwaunaru'u Airport,Auki,Solomon Islands,-8.70257,160.682007,Pacific/Guadalcanal
BAS,AGGE,Ballalae Airport,Ballalae,Solomon Islands,-6.990745,155.886656,Pacific/Guadalcanal
FRE,AGGF,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.576996,Pacific/Guadalcanal
MBU,AGGI,Babanakira Airport,Mbambanakira,Solomon Islands,-9.7475004196167,159.83900451660156,Pacific/Guadalcanal
IRA,AGGK,Ngorangora Airport,Kirakira,Solomon Islands,-10.449700355500001,161.897994995,Pacific/Guadalcanal
SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.72029972076416,165.7949981689453,Pacific/Guadalcanal
MUA,AGGM,Munda Airport,Munda,Solomon Islands,-8.327969551086426,157.26300048828125,Pacific/Guadalcanal
GZO,AGGN,Nusatupe Airport,Gizo,Solomon Islands,-8.09778022766,156.863998413,Pacific/Guadalcanal
MNY,AGGO,Mono Airport,Stirling Island,Solomon Islands,-7.416940212249756,155.56500244140625,Pacific/Guadalcanal
RNL,AGGR,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.533900260925293,160.06300354003906,Pacific/Guadalcanal
RUS,AGGU,Marau Airport,Marau,Solomon Islands,-9.861669540409999,160.824996948,Pacific/Guadalcanal
VAO,AGGV,Suavanao Airport,Suavanao,Solomon Islands,-7.585559844970703,158.7310028076172,Pacific/Guadalcanal
KGE,AGKG,Kaghau Airport,Kagau Island,Solomon Islands,-7.3305,157.585,Pacific/Guadalcanal
RBV,AGRM,Ramata Airport,Ramata,Solomon Islands,-8.168060302734375,157.64300537109375,Pacific/Guadalcanal
BUA,AYBK,Buka Airport,Buka Island,Papua New Guinea,-5.4223198890686035,154.67300415039062,Pacific/Port_Moresby
CMU,AYCH,Chimbu Airport,Kundiawa,Papua New Guinea,-6.024290084838867,144.9709930419922,Pacific/Port_Moresby
DAU,AYDU,Daru Airport,Daru,Papua New Guinea,-9.08675956726,143.207992554,Pacific/Port_Moresby
GUR,AYGN,Gurney Airport,Gurney,Papua New Guinea,-10.3114995956,150.333999634,Pacific/Port_Moresby
PNP,AYGR,Girua Airport,Girua,Papua New Guinea,-8.80453968048,148.309005737,Pacific/Port_Moresby
HKN,AYHK,Kimbe Airport,Hoskins,Papua New Guinea,-5.462170124053955,150.40499877929688,Pacific/Port_Moresby
UNG,AYKI,Kiunga Airport,Kiunga,Papua New Guinea,-6.1257100105285645,141.28199768066406,Pacific/Port_Moresby
KRI,AYKK,Kikori Airport,Kikori,Papua New Guinea,-7.424379825592041,144.2500762939453,Pacific/Port_Moresby
KMA,AYKM,Kerema Airport,Kerema,Papua New Guinea,-7.96361017227,145.770996094,Pacific/Port_Moresby
KVG,AYKV,Kavieng Airport,Kavieng,Papua New Guinea,-2.57940006256,150.807998657,Pacific/Port_Moresby
MDU,AYMN,Mendi Airport,Mendi,Papua New Guinea,-6.14774,143.656998,Pacific/Port_Moresby
MAS,AYMO,Momote Airport,Momote,Papua New Guinea,-2.06189,147.423996,Pacific/Port_Moresby
MXH,AYMR,Moro Airport,Moro,Papua New Guinea,-6.36332988739,143.238006592,Pacific/Port_Moresby
MIS,AYMS,Misima Island Airport,Misima Island,Papua New Guinea,-10.689200401299999,152.837997437,Pacific/Port_Moresby
TIZ,AYTA,Tari Airport,Tari,Papua New Guinea,-5.84499979019,142.947998047,Pacific/Port_Moresby
TBG,AYTB,Tabubil Airport,Tabubil,Papua New Guinea,-5.27861,141.225998,Pacific/Port_Moresby
RAB,AYTK,Tokua Airport,Tokua,Papua New Guinea,-4.34045982361,152.380004883,Pacific/Port_Moresby
VAI,AYVN,Vanimo Airport,Vanimo,Papua New Guinea,-2.6926,141.3028,Pacific/Port_Moresby
WBM,AYWD,Wapenamanda Airport,Wapenamanda,Papua New Guinea,-5.6433000564575195,143.89500427246094,Pacific/Port_Moresby
LLU,BGAP,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,60.46445,-45.56917,America/Godthab
CNP,BGCO,Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,70.7431030273,-22.6504993439,America/Scoresbysund
JFR,BGFH,Paamiut Heliport,Paamiut,Greenland,61.9921989441,-49.6624984741,America/Godthab
JGO,BGGN,Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,69.251181993,-53.5148763657,America/Godthab
JJU,BGJH,Qaqortoq Heliport,Qaqortoq,Greenland,60.715684155299996,-46.0299186409,America/Godthab
JSU,BGMQ,Maniitsoq Airport,Maniitsoq,Greenland,65.4124984741,-52.9393997192,America/Godthab
JNN,BGNN,Nanortalik Heliport,Nanortalik,Greenland,60.141883975899994,-45.232976675,America/Godthab
JNS,BGNS,Narsaq Heliport,Narsaq,Greenland,60.9172827256,-46.059923172,America/Godthab
NAQ,BGQQ,Qaanaaq Airport,Qaanaaq,Greenland,77.4886016846,-69.3887023926,America/Thule
JHS,BGSS,Sisimiut Airport,Sisimiut,Greenland,66.9513015747,-53.7293014526,America/Godthab
JUV,BGUK,Upernavik Airport,Upernavik,Greenland,72.7901992798,-56.1305999756,America/Godthab
JQA,BGUQ,Qaarsut Airport,Uummannaq,Greenland,70.7341995239,-52.6962013245,America/Godthab
GRY,BIGR,Grímsey Airport,Grímsey,Iceland,66.5458,-18.0173,Atlantic/Reykjavik
THO,BITN,Thorshofn Airport,Thorshofn,Iceland,66.21849822998047,-15.335599899291992,Atlantic/Reykjavik
VPN,BIVO,Vopnafjörður Airport,Vopnafjörður,Iceland,65.72059631347656,-14.850600242614746,Atlantic/Reykjavik
YWS,CAE5,Whistler/Green Lake Water Aerodrome,Whistler,Canada,50.1436004639,-122.948997498,America/Vancouver
YAA,CAJ4,Anahim Lake Airport,Anahim Lake,Canada,52.45249938964844,-125.3030014038086,America/Vancouver
YWM,CCA6,Williams Harbour Airport,Williams Harbour,Canada,52.566898345947266,-55.784698486328125,America/St_Johns
YFX,CCK4,St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,52.372798919677734,-55.67390060424805,America/St_Johns
YHA,CCP4,Port Hope Simpson Airport,Port Hope Simpson,Canada,52.528099060058594,-56.28609848022461,America/St_Johns
YRG,CCZ2,Rigolet Airport,Rigolet,Canada,54.1796989440918,-58.45750045776367,America/Halifax
YCK,CEB3,Colville Lake Airport,Colville Lake,Canada,67.0392,-126.08,America/Edmonton
YLE,CEM3,Whatì Airport,Whatì,Canada,63.13169860839844,-117.24600219726562,America/Edmonton
SUR,CJV7,Summer Beaver Airport,Summer Beaver,Canada,52.70859909057617,-88.54190063476562,America/Toronto
YAX,CKB6,Wapekeka Airport,Angling Lake,Canada,53.84920120239258,-89.57939910888672,America/Winnipeg
WNN,CKL3,Wunnumin Lake Airport,Wunnumin Lake,Canada,52.89390182495117,-89.28919982910156,America/Toronto
YNO,CKQ3,North Spirit Lake Airport,North Spirit Lake,Canada,52.4900016784668,-92.97109985351562,America/Winnipeg
XBE,CNE3,Bearskin Lake Airport,Bearskin Lake,Canada,53.965599060058594,-91.0271987915039,America/Winnipeg
KIF,CNM5,Kingfisher Lake Airport,Kingfisher Lake,Canada,53.01250076293945,-89.85530090332031,America/Toronto
YOG,CNT3,Ogoki Post Airport,Ogoki Post,Canada,51.6585998535,-85.9017028809,America/Toronto
YHP,CPV7,Poplar Hill Airport,Poplar Hill,Canada,52.1133,-94.2556,America/Winnipeg
YKU,CSU2,Chisasibi Airport,Chisasibi,Canada,53.805599212646484,-78.91690063476562,America/Toronto
ZTB,CTB6,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,50.674400329589844,-59.38359832763672,America/Blanc-Sablon
ZLT,CTU5,La Tabatière Airport,La Tabatière,Canada,50.8307991027832,-58.97560119628906,America/Blanc-Sablon
YAC,CYAC,Cat Lake Airport,Cat Lake,Canada,51.72719955444336,-91.82440185546875,America/Winnipeg
YAG,CYAG,Fort Frances Municipal Airport,Fort Frances,Canada,48.65420150756836,-93.439697265625,America/Winnipeg
XKS,CYAQ,Kasabonika Airport,Kasabonika,Canada,53.52470016479492,-88.6427993774414,America/Toronto
YKG,CYAS,Kangirsuk Airport,Kangirsuk,Canada,60.027198791503906,-69.99919891357422,America/Toronto
YAT,CYAT,Attawapiskat Airport,Attawapiskat,Canada,52.9275016784668,-82.43190002441406,America/Toronto
YBE,CYBE,Uranium City Airport,Uranium City,Canada,59.5614013671875,-108.48100280761719,America/Regina
YBX,CYBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.443599700899995,-57.185298919699996,America/Blanc-Sablon
YRF,CYCA,Cartwright Airport,Cartwright,Canada,53.68280029296875,-57.041900634765625,America/Halifax
YCS,CYCS,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.346900939899996,-90.73110198970001,America/Winnipeg
YDP,CYDP,Nain Airport,Nain,Canada,56.549198150634766,-61.680301666259766,America/Halifax
YER,CYER,Fort Severn Airport,Fort Severn,Canada,56.01890182495117,-87.67610168457031,America/Toronto
YFA,CYFA,Fort Albany Airport,Fort Albany,Canada,52.20140075683594,-81.6968994140625,America/Toronto
YFH,CYFH,Fort Hope Airport,Fort Hope,Canada,51.5619010925293,-87.90779876708984,America/Toronto
YMN,CYFT,Makkovik Airport,Makkovik,Canada,55.076900482177734,-59.1864013671875,America/Halifax
YGB,CYGB,Texada Gillies Bay Airport,Texada,Canada,49.69419860839844,-124.51799774169922,America/Vancouver
YGO,CYGO,Gods Lake Narrows Airport,Gods Lake Narrows,Canada,54.55889892578125,-94.49140167236328,America/Winnipeg
YGT,CYGT,Igloolik Airport,Igloolik,Canada,69.3647003174,-81.8161010742,America/Toronto
YGW,CYGW,Kuujjuarapik Airport,Kuujjuarapik,Canada,55.281898498535156,-77.76529693603516,America/Toronto
YGX,CYGX,Gillam Airport,Gillam,Canada,56.35749816894531,-94.71060180664062,America/Winnipeg
YGZ,CYGZ,Grise Fiord Airport,Grise Fiord,Canada,76.4261016846,-82.90920257570001,America/Toronto
YQC,CYHA,Quaqtaq Airport,Quaqtaq,Canada,61.0463981628418,-69.6177978515625,America/Toronto
CXH,CYHC,Vancouver Harbour Water Aerodrome,Vancouver,Canada,49.2943992615,-123.111000061,America/Vancouver
YNS,CYHH,Nemiscau Airport,Nemiscau,Canada,51.69110107421875,-76.1355972290039,America/Toronto
YHO,CYHO,Hopedale Airport,Hopedale,Canada,55.448299407958984,-60.228599548339844,America/Halifax
YHR,CYHR,Chevery Airport,Chevery,Canada,50.46889877319336,-59.63669967651367,America/Blanc-Sablon
YIK,CYIK,Ivujivik Airport,Ivujivik,Canada,62.417301177978516,-77.92530059814453,America/Toronto
YIV,CYIV,Island Lake Airport,Island Lake,Canada,53.857200622558594,-94.65360260009766,America/Winnipeg
AKV,CYKO,Akulivik Airport,Akulivik,Canada,60.818599700927734,-78.14859771728516,America/Toronto
YKQ,CYKQ,Waskaganish Airport,Waskaganish,Canada,51.47330093383789,-78.75830078125,America/Toronto
YPJ,CYLA,Aupaluk Airport,Aupaluk,Canada,59.29669952392578,-69.59970092773438,America/Toronto
YLC,CYLC,Kimmirut Airport,Kimmirut,Canada,62.8499984741,-69.88330078119999,America/Toronto
YLH,CYLH,Lansdowne House Airport,Lansdowne House,Canada,52.19559860229492,-87.93419647216797,America/Toronto
XGR,CYLU,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,58.71139907836914,-65.9927978515625,America/Toronto
YMH,CYMH,Mary's Harbour Airport,Mary's Harbour,Canada,52.302799224853516,-55.847198486328125,America/St_Johns
YMT,CYMT,Chapais Airport,Chibougamau,Canada,49.77190017700195,-74.5280990600586,America/Toronto
YUD,CYMU,Umiujaq Airport,Umiujaq,Canada,56.53609848022461,-76.51830291748047,America/Toronto
YNC,CYNC,Wemindji Airport,Wemindji,Canada,53.01060104370117,-78.83110046386719,America/Toronto
YNE,CYNE,Norway House Airport,Norway House,Canada,53.95830154418945,-97.84420013427734,America/Winnipeg
YNL,CYNL,Points North Landing Airport,Points North Landing,Canada,58.27669906616211,-104.08200073242188,America/Regina
YOH,CYOH,Oxford House Airport,Oxford House,Canada,54.93330001831055,-95.27890014648438,America/Winnipeg
YPH,CYPH,Inukjuak Airport,Inukjuak,Canada,58.471900939941406,-78.07689666748047,America/Toronto
YPM,CYPM,Pikangikum Airport,Pikangikum,Canada,51.819698333740234,-93.97329711914062,America/Winnipeg
YPO,CYPO,Peawanuck Airport,Peawanuck,Canada,54.98809814453125,-85.44329833984375,America/Toronto
YPW,CYPW,Powell River Airport,Powell River,Canada,49.83420181274414,-124.5,America/Vancouver
YQD,CYQD,The Pas Airport,The Pas,Canada,53.97140121459961,-101.09100341796875,America/Winnipeg
YQN,CYQN,Nakina Airport,Nakina,Canada,50.18280029296875,-86.69640350341797,America/Toronto
YRA,CYRA,Rae Lakes Airport,Gamètì,Canada,64.11609649658203,-117.30999755859375,America/Edmonton
YRL,CYRL,Red Lake Airport,Red Lake,Canada,51.066898345947266,-93.79309844970703,America/Winnipeg
YSF,CYSF,Stony Rapids Airport,Stony Rapids,Canada,59.250301361083984,-105.84100341796875,America/Regina
YSK,CYSK,Sanikiluaq Airport,Sanikiluaq,Canada,56.5377998352,-79.2466964722,
YST,CYST,St. Theresa Point Airport,St. Theresa Point,Canada,53.84560012817383,-94.85189819335938,America/Winnipeg
YTL,CYTL,Big Trout Lake Airport,Big Trout Lake,Canada,53.81779861450195,-89.89689636230469,America/Winnipeg
YVZ,CYVZ,Deer Lake Airport,Deer Lake,Canada,52.655799865722656,-94.0614013671875,America/Winnipeg
YWP,CYWP,Webequie Airport,Webequie,Canada,52.9593933975,-87.3748683929,America/Toronto
YXN,CYXN,Whale Cove Airport,Whale Cove,Canada,62.24000167849999,-92.59809875490001,America/Winnipeg
YZG,CYZG,Salluit Airport,Salluit,Canada,62.17940139770508,-75.66719818115234,America/Toronto
ZAC,CZAC,York Landing Airport,York Landing,Canada,56.08940124511719,-96.08920288085938,America/Winnipeg
ILF,CZBD,Ilford Airport,Ilford,Canada,56.0614013672,-95.613899231,America/Winnipeg
ZBF,CZBF,Bathurst Airport,Bathurst,Canada,47.629699707,-65.738899231,America/Halifax
ZEM,CZEM,Eastmain River Airport,Eastmain River,Canada,52.22639846801758,-78.52249908447266,America/Toronto
ZFD,CZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,59.33440017700195,-107.18199920654297,America/Regina
ZGI,CZGI,Gods River Airport,Gods River,Canada,54.839698791503906,-94.07859802246094,America/Winnipeg
ZJN,CZJN,Swan River Airport,Swan River,Canada,52.120601654052734,-101.23600006103516,America/Winnipeg
ZKE,CZKE,Kashechewan Airport,Kashechewan,Canada,52.282501220703125,-81.67780303955078,America/Toronto
MSA,CZMD,Muskrat Dam Airport,Muskrat Dam,Canada,53.44139862060547,-91.76280212402344,America/Winnipeg
ZMT,CZMT,Masset Airport,Masset,Canada,54.02750015258789,-132.125,America/Vancouver
ZPB,CZPB,Sachigo Lake Airport,Sachigo Lake,Canada,53.8911018371582,-92.19640350341797,America/Winnipeg
ZRJ,CZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,52.943599700927734,-91.31279754638672,America/Winnipeg
ZSJ,CZSJ,Sandy Lake Airport,Sandy Lake,Canada,53.06420135498047,-93.34439849853516,America/Winnipeg
ZTM,CZTM,Shamattawa Airport,Shamattawa,Canada,55.8656005859375,-92.0813980102539,America/Winnipeg
ZUM,CZUM,Churchill Falls Airport,Churchill Falls,Canada,53.5619010925293,-64.10639953613281,America/Halifax
ZWL,CZWL,Wollaston Lake Airport,Wollaston Lake,Canada,58.10689926147461,-103.1719970703125,America/Regina
BLJ,DABT,Batna Airport,Batna,Algeria,35.752101898199996,6.308589935300001,Africa/Algiers
CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,31.645700454711914,-2.269860029220581,Africa/Algiers
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.375,0.923888981342,Africa/Algiers
ELU,DAUO,Guemar Airport,Guemar,Algeria,33.5113983154,6.77679014206,Africa/Algiers
KMS,DGSI,Kumasi Airport,Kumasi,Ghana,6.714560031890869,-1.5908199548721313,Africa/Accra
HDF,EDAH,Heringsdorf Airport,Heringsdorf,Germany,53.8787002563,14.152299881,Europe/Berlin
HEI,EDXB,Heide-Büsum Airport,Büsum,Germany,54.153331756600004,8.90166664124,Europe/Berlin
HGL,EDXH,Helgoland-Düne Airport,Helgoland,Germany,54.185279846200004,7.91583299637,Europe/Berlin
SJY,EFSI,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,62.692101,22.8323,Europe/Helsinki
NQT,EGBN,Nottingham Airport,Nottingham,United Kingdom,52.91999816894531,-1.0791699886322021,Europe/London
DSA,EGCN,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,53.4805378105,-1.01065635681,Europe/London
CAL,EGEC,Campbeltown Airport,Campbeltown,United Kingdom,55.437198638916016,-5.686389923095703,Europe/London
EOI,EGED,Eday Airport,Eday,United Kingdom,59.19060134887695,-2.7722198963165283,Europe/London
FIE,EGEF,Fair Isle Airport,Fair Isle,United Kingdom,59.53580093383789,-1.628059983253479,Europe/London
NRL,EGEN,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.43443989754,Europe/London
PPW,EGEP,Papa Westray Airport,Papa Westray,United Kingdom,59.351699829100006,-2.9002799987800003,Europe/London
SOY,EGER,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.64139008522,Europe/London
NDY,EGES,Sanday Airport,Sanday,United Kingdom,59.250301361083984,-2.576669931411743,Europe/London
LWK,EGET,Lerwick / Tingwall Airport,Lerwick,United Kingdom,60.192199707,-1.24361002445,Europe/London
WRY,EGEW,Westray Airport,Westray,United Kingdom,59.3502998352,-2.95000004768,Europe/London
LEQ,EGHC,Land's End Airport,Land's End,United Kingdom,50.102798,-5.67056,Europe/London
PZE,EGHK,Penzance Heliport,Penzance,United Kingdom,50.128101,-5.51845,Europe/London
VLY,EGOV,Anglesey Airport,Angelsey,United Kingdom,53.2481002808,-4.53533983231,Europe/London
BRR,EGPR,Barra Airport,Barra,United Kingdom,57.0228,-7.44306,Europe/London
CFN,EIDL,Donegal Airport,Dongloe,Ireland,55.0442008972168,-8.340999603271484,Europe/Dublin
CNL,EKSN,Sindal Airport,Sindal,Denmark,57.503502,10.2294,Europe/Copenhagen
LKN,ENLK,Leknes Airport,Leknes,Norway,68.152496337891,13.609399795532,Europe/Oslo
OSY,ENNM,Namsos Høknesøra Airport,Namsos,Norway,64.472198486328,11.57859992981,Europe/Oslo
MQN,ENRA,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,66.363899230957,14.301400184631,Europe/Oslo
